District,State,Year,Status
Jaunpur,Uttar Pradesh,2017,No matched historical weather observation
Jaunpur,Uttar Pradesh,2018,No matched historical weather observation
Jaunpur,Uttar Pradesh,2019,No matched historical weather observation
Jaunpur,Uttar Pradesh,2020,No matched historical weather observation
Jaunpur,Uttar Pradesh,2021,No matched historical weather observation
Jaunpur,Uttar Pradesh,2022,No matched historical weather observation
Jayashankar,Telangana,2016,No matched historical weather observation
Jayashankar,Telangana,2017,No matched historical weather observation
Jayashankar,Telangana,2018,No matched historical weather observation
Jayashankar,Telangana,2019,No matched historical weather observation
Jayashankar,Telangana,2020,No matched historical weather observation
Jayashankar,Telangana,2021,No matched historical weather observation
Jayashankar,Telangana,2022,No matched historical weather observation
Jehanabad,Bihar,2013,No matched historical weather observation
Jehanabad,Bihar,2014,No matched historical weather observation
Jehanabad,Bihar,2015,No matched historical weather observation
Jehanabad,Bihar,2016,No matched historical weather observation
Jehanabad,Bihar,2017,No matched historical weather observation
Jehanabad,Bihar,2018,No matched historical weather observation
Jehanabad,Bihar,2019,No matched historical weather observation
Jehanabad,Bihar,2020,No matched historical weather observation
Jehanabad,Bihar,2021,No matched historical weather observation
Jehanabad,Bihar,2022,No matched historical weather observation
Jhajjar,Haryana,2013,No matched historical weather observation
Jhajjar,Haryana,2014,No matched historical weather observation
Jhajjar,Haryana,2015,No matched historical weather observation
Jhajjar,Haryana,2016,No matched historical weather observation
Jhajjar,Haryana,2017,No matched historical weather observation
Jhajjar,Haryana,2018,No matched historical weather observation
Jhajjar,Haryana,2019,No matched historical weather observation
Jhajjar,Haryana,2020,No matched historical weather observation
Jhajjar,Haryana,2021,No matched historical weather observation
Jhajjar,Haryana,2022,No matched historical weather observation
Jhargram,West Bengal,2016,No matched historical weather observation
Jhargram,West Bengal,2017,No matched historical weather observation
Jhargram,West Bengal,2018,No matched historical weather observation
Jhargram,West Bengal,2019,No matched historical weather observation
Jhargram,West Bengal,2020,No matched historical weather observation
Jhargram,West Bengal,2021,No matched historical weather observation
Jhargram,West Bengal,2022,No matched historical weather observation
Jharsuguda,Odisha,2013,No matched historical weather observation
Jharsuguda,Odisha,2014,No matched historical weather observation
Jharsuguda,Odisha,2015,No matched historical weather observation
Jharsuguda,Odisha,2016,No matched historical weather observation
Jharsuguda,Odisha,2017,No matched historical weather observation
Jharsuguda,Odisha,2018,No matched historical weather observation
Jharsuguda,Odisha,2019,No matched historical weather observation
Jharsuguda,Odisha,2020,No matched historical weather observation
Jharsuguda,Odisha,2021,No matched historical weather observation
Jharsuguda,Odisha,2022,No matched historical weather observation
Jogulamba,Telangana,2016,No matched historical weather observation
Jogulamba,Telangana,2017,No matched historical weather observation
Jogulamba,Telangana,2018,No matched historical weather observation
Jogulamba,Telangana,2019,No matched historical weather observation
Jogulamba,Telangana,2020,No matched historical weather observation
Jogulamba,Telangana,2021,No matched historical weather observation
Jogulamba,Telangana,2022,No matched historical weather observation
Jorhat,Assam,2013,No matched historical weather observation
Jorhat,Assam,2014,No matched historical weather observation
Jorhat,Assam,2015,No matched historical weather observation
Jorhat,Assam,2016,No matched historical weather observation
Jorhat,Assam,2017,No matched historical weather observation
Jorhat,Assam,2018,No matched historical weather observation
Jorhat,Assam,2019,No matched historical weather observation
Jorhat,Assam,2020,No matched historical weather observation
Jorhat,Assam,2021,No matched historical weather observation
Jorhat,Assam,2022,No matched historical weather observation
Kaimur (bhabua),Bihar,2013,No matched historical weather observation
Kaimur (bhabua),Bihar,2014,No matched historical weather observation
Kaimur (bhabua),Bihar,2015,No matched historical weather observation
Kaimur (bhabua),Bihar,2016,No matched historical weather observation
Kaimur (bhabua),Bihar,2017,No matched historical weather observation
Kaimur (bhabua),Bihar,2018,No matched historical weather observation
Kaimur (bhabua),Bihar,2019,No matched historical weather observation
Kaimur (bhabua),Bihar,2020,No matched historical weather observation
Kaimur (bhabua),Bihar,2021,No matched historical weather observation
Kaimur (bhabua),Bihar,2022,No matched historical weather observation
Kallakurichi,Tamil Nadu,2020,No matched historical weather observation
Kallakurichi,Tamil Nadu,2021,No matched historical weather observation
Kallakurichi,Tamil Nadu,2022,No matched historical weather observation
Kamrup,Assam,2013,No matched historical weather observation
Kamrup,Assam,2014,No matched historical weather observation
Kamrup,Assam,2015,No matched historical weather observation
Kamrup,Assam,2016,No matched historical weather observation
Kamrup,Assam,2017,No matched historical weather observation
Kamrup,Assam,2018,No matched historical weather observation
Kamrup,Assam,2019,No matched historical weather observation
Kamrup,Assam,2020,No matched historical weather observation
Kamrup,Assam,2021,No matched historical weather observation
Kamrup,Assam,2022,No matched historical weather observation
Kandhamal,Odisha,2013,No matched historical weather observation
Kandhamal,Odisha,2014,No matched historical weather observation
Kandhamal,Odisha,2015,No matched historical weather observation
Kandhamal,Odisha,2016,No matched historical weather observation
Kandhamal,Odisha,2017,No matched historical weather observation
Kandhamal,Odisha,2018,No matched historical weather observation
Kandhamal,Odisha,2019,No matched historical weather observation
Kandhamal,Odisha,2020,No matched historical weather observation
Kandhamal,Odisha,2021,No matched historical weather observation
Kandhamal,Odisha,2022,No matched historical weather observation
Kangra,Himachal Pradesh,2013,No matched historical weather observation
Kangra,Himachal Pradesh,2014,No matched historical weather observation
Kangra,Himachal Pradesh,2015,No matched historical weather observation
Kangra,Himachal Pradesh,2016,No matched historical weather observation
Kangra,Himachal Pradesh,2017,No matched historical weather observation
Kangra,Himachal Pradesh,2018,No matched historical weather observation
Kangra,Himachal Pradesh,2019,No matched historical weather observation
Kangra,Himachal Pradesh,2020,No matched historical weather observation
Kangra,Himachal Pradesh,2021,No matched historical weather observation
Kangra,Himachal Pradesh,2022,No matched historical weather observation
Kannauj,Uttar Pradesh,2013,No matched historical weather observation
Kannauj,Uttar Pradesh,2014,No matched historical weather observation
Kannauj,Uttar Pradesh,2015,No matched historical weather observation
Kannauj,Uttar Pradesh,2016,No matched historical weather observation
Kannauj,Uttar Pradesh,2017,No matched historical weather observation
Kannauj,Uttar Pradesh,2018,No matched historical weather observation
Kannauj,Uttar Pradesh,2019,No matched historical weather observation
Kannauj,Uttar Pradesh,2020,No matched historical weather observation
Kannauj,Uttar Pradesh,2021,No matched historical weather observation
Kannauj,Uttar Pradesh,2022,No matched historical weather observation
Kanniyakumari,Tamil Nadu,2013,No matched historical weather observation
Kanniyakumari,Tamil Nadu,2014,No matched historical weather observation
Kanniyakumari,Tamil Nadu,2015,No matched historical weather observation
Kanniyakumari,Tamil Nadu,2016,No matched historical weather observation
Kanniyakumari,Tamil Nadu,2017,No matched historical weather observation
Kanniyakumari,Tamil Nadu,2018,No matched historical weather observation
Kanniyakumari,Tamil Nadu,2019,No matched historical weather observation
Kanniyakumari,Tamil Nadu,2020,No matched historical weather observation
Kanniyakumari,Tamil Nadu,2021,No matched historical weather observation
Kanniyakumari,Tamil Nadu,2022,No matched historical weather observation
Kanpur dehat,Uttar Pradesh,2013,No matched historical weather observation
Kanpur dehat,Uttar Pradesh,2014,No matched historical weather observation
Kanpur dehat,Uttar Pradesh,2015,No matched historical weather observation
Kanpur dehat,Uttar Pradesh,2016,No matched historical weather observation
Kanpur dehat,Uttar Pradesh,2017,No matched historical weather observation
Kanpur dehat,Uttar Pradesh,2018,No matched historical weather observation
Kanpur dehat,Uttar Pradesh,2019,No matched historical weather observation
Kanpur dehat,Uttar Pradesh,2020,No matched historical weather observation
Kanpur dehat,Uttar Pradesh,2021,No matched historical weather observation
Kanpur dehat,Uttar Pradesh,2022,No matched historical weather observation
Kanpur nagar,Uttar Pradesh,2013,No matched historical weather observation
Kanpur nagar,Uttar Pradesh,2014,No matched historical weather observation
Kanpur nagar,Uttar Pradesh,2015,No matched historical weather observation
Kanpur nagar,Uttar Pradesh,2016,No matched historical weather observation
Kanpur nagar,Uttar Pradesh,2017,No matched historical weather observation
Kanpur nagar,Uttar Pradesh,2018,No matched historical weather observation
Kanpur nagar,Uttar Pradesh,2019,No matched historical weather observation
Kanpur nagar,Uttar Pradesh,2020,No matched historical weather observation
Kanpur nagar,Uttar Pradesh,2021,No matched historical weather observation
Kanpur nagar,Uttar Pradesh,2022,No matched historical weather observation
Kapurthala,Punjab,2013,No matched historical weather observation
Kapurthala,Punjab,2014,No matched historical weather observation
Kapurthala,Punjab,2015,No matched historical weather observation
Kapurthala,Punjab,2016,No matched historical weather observation
Kapurthala,Punjab,2017,No matched historical weather observation
Kapurthala,Punjab,2018,No matched historical weather observation
Kapurthala,Punjab,2019,No matched historical weather observation
Kapurthala,Punjab,2020,No matched historical weather observation
Kapurthala,Punjab,2021,No matched historical weather observation
Kapurthala,Punjab,2022,No matched historical weather observation
Karimganj,Assam,2013,No matched historical weather observation
Karimganj,Assam,2014,No matched historical weather observation
Karimganj,Assam,2015,No matched historical weather observation
Karimganj,Assam,2016,No matched historical weather observation
Karimganj,Assam,2017,No matched historical weather observation
Karimganj,Assam,2018,No matched historical weather observation
Karimganj,Assam,2019,No matched historical weather observation
Karimganj,Assam,2020,No matched historical weather observation
Karimganj,Assam,2021,No matched historical weather observation
Karimganj,Assam,2022,No matched historical weather observation
Katihar,Bihar,2013,No matched historical weather observation
Katihar,Bihar,2014,No matched historical weather observation
Katihar,Bihar,2015,No matched historical weather observation
Katihar,Bihar,2016,No matched historical weather observation
Katihar,Bihar,2017,No matched historical weather observation
Katihar,Bihar,2018,No matched historical weather observation
Katihar,Bihar,2019,No matched historical weather observation
Katihar,Bihar,2020,No matched historical weather observation
Katihar,Bihar,2021,No matched historical weather observation
Katihar,Bihar,2022,No matched historical weather observation
Katni,Madhya Pradesh,2013,No matched historical weather observation
Katni,Madhya Pradesh,2014,No matched historical weather observation
Katni,Madhya Pradesh,2015,No matched historical weather observation
Katni,Madhya Pradesh,2016,No matched historical weather observation
Katni,Madhya Pradesh,2017,No matched historical weather observation
Katni,Madhya Pradesh,2018,No matched historical weather observation
Katni,Madhya Pradesh,2019,No matched historical weather observation
Katni,Madhya Pradesh,2020,No matched historical weather observation
Katni,Madhya Pradesh,2021,No matched historical weather observation
Katni,Madhya Pradesh,2022,No matched historical weather observation
Kendrapara,Odisha,2013,No matched historical weather observation
Kendrapara,Odisha,2014,No matched historical weather observation
Kendrapara,Odisha,2015,No matched historical weather observation
Kendrapara,Odisha,2016,No matched historical weather observation
Kendrapara,Odisha,2017,No matched historical weather observation
Kendrapara,Odisha,2018,No matched historical weather observation
Kendrapara,Odisha,2019,No matched historical weather observation
Kendrapara,Odisha,2020,No matched historical weather observation
Kendrapara,Odisha,2021,No matched historical weather observation
Kendrapara,Odisha,2022,No matched historical weather observation
Khammam,Telangana,2013,No matched historical weather observation
Khammam,Telangana,2014,No matched historical weather observation
Khammam,Telangana,2015,No matched historical weather observation
Khammam,Telangana,2016,No matched historical weather observation
Khammam,Telangana,2017,No matched historical weather observation
Khammam,Telangana,2018,No matched historical weather observation
Khammam,Telangana,2019,No matched historical weather observation
Khammam,Telangana,2020,No matched historical weather observation
Khammam,Telangana,2021,No matched historical weather observation
Khammam,Telangana,2022,No matched historical weather observation
Kheda,Gujarat,2013,No matched historical weather observation
Kheda,Gujarat,2014,No matched historical weather observation
Kheda,Gujarat,2015,No matched historical weather observation
Kheda,Gujarat,2016,No matched historical weather observation
Kheda,Gujarat,2017,No matched historical weather observation
Kheda,Gujarat,2018,No matched historical weather observation
Kheda,Gujarat,2019,No matched historical weather observation
Kheda,Gujarat,2020,No matched historical weather observation
Kheda,Gujarat,2021,No matched historical weather observation
Kheda,Gujarat,2022,No matched historical weather observation
Kheri,Uttar Pradesh,2013,No matched historical weather observation
Kheri,Uttar Pradesh,2014,No matched historical weather observation
Kheri,Uttar Pradesh,2015,No matched historical weather observation
Kheri,Uttar Pradesh,2016,No matched historical weather observation
Kheri,Uttar Pradesh,2017,No matched historical weather observation
Kheri,Uttar Pradesh,2018,No matched historical weather observation
Kheri,Uttar Pradesh,2019,No matched historical weather observation
Kheri,Uttar Pradesh,2020,No matched historical weather observation
Kheri,Uttar Pradesh,2021,No matched historical weather observation
Kheri,Uttar Pradesh,2022,No matched historical weather observation
Khordha,Odisha,2013,No matched historical weather observation
Khordha,Odisha,2014,No matched historical weather observation
Khordha,Odisha,2015,No matched historical weather observation
Khordha,Odisha,2016,No matched historical weather observation
Khordha,Odisha,2017,No matched historical weather observation
Khordha,Odisha,2018,No matched historical weather observation
Khordha,Odisha,2019,No matched historical weather observation
Khordha,Odisha,2020,No matched historical weather observation
Khordha,Odisha,2021,No matched historical weather observation
Khordha,Odisha,2022,No matched historical weather observation
Khowai,Tripura,2013,No matched historical weather observation
Khowai,Tripura,2014,No matched historical weather observation
Khowai,Tripura,2015,No matched historical weather observation
Khowai,Tripura,2016,No matched historical weather observation
Khowai,Tripura,2017,No matched historical weather observation
Khowai,Tripura,2018,No matched historical weather observation
Khowai,Tripura,2019,No matched historical weather observation
Khowai,Tripura,2020,No matched historical weather observation
Khowai,Tripura,2021,No matched historical weather observation
Khowai,Tripura,2022,No matched historical weather observation
Khunti,Jharkhand,2013,No matched historical weather observation
Khunti,Jharkhand,2014,No matched historical weather observation
Khunti,Jharkhand,2015,No matched historical weather observation
Khunti,Jharkhand,2016,No matched historical weather observation
Khunti,Jharkhand,2017,No matched historical weather observation
Khunti,Jharkhand,2018,No matched historical weather observation
Khunti,Jharkhand,2019,No matched historical weather observation
Khunti,Jharkhand,2020,No matched historical weather observation
Khunti,Jharkhand,2021,No matched historical weather observation
Khunti,Jharkhand,2022,No matched historical weather observation
Kishanganj,Bihar,2013,No matched historical weather observation
Kishanganj,Bihar,2014,No matched historical weather observation
Kishanganj,Bihar,2015,No matched historical weather observation
Kishanganj,Bihar,2016,No matched historical weather observation
Kishanganj,Bihar,2017,No matched historical weather observation
Kishanganj,Bihar,2018,No matched historical weather observation
Kishanganj,Bihar,2019,No matched historical weather observation
Kishanganj,Bihar,2020,No matched historical weather observation
Kishanganj,Bihar,2021,No matched historical weather observation
Kishanganj,Bihar,2022,No matched historical weather observation
Kodagu,Karnataka,2013,No matched historical weather observation
Kodagu,Karnataka,2014,No matched historical weather observation
Kodagu,Karnataka,2015,No matched historical weather observation
Kodagu,Karnataka,2016,No matched historical weather observation
Kodagu,Karnataka,2017,No matched historical weather observation
Kodagu,Karnataka,2018,No matched historical weather observation
Kodagu,Karnataka,2019,No matched historical weather observation
Kodagu,Karnataka,2020,No matched historical weather observation
Kodagu,Karnataka,2021,No matched historical weather observation
Kodagu,Karnataka,2022,No matched historical weather observation
Kokrajhar,Assam,2013,No matched historical weather observation
Kokrajhar,Assam,2014,No matched historical weather observation
Kokrajhar,Assam,2015,No matched historical weather observation
Kokrajhar,Assam,2016,No matched historical weather observation
Kokrajhar,Assam,2017,No matched historical weather observation
Kokrajhar,Assam,2018,No matched historical weather observation
Kokrajhar,Assam,2019,No matched historical weather observation
Kokrajhar,Assam,2020,No matched historical weather observation
Kokrajhar,Assam,2021,No matched historical weather observation
Kokrajhar,Assam,2022,No matched historical weather observation
Kolhapur,Maharashtra,2013,No matched historical weather observation
Kolhapur,Maharashtra,2014,No matched historical weather observation
Kolhapur,Maharashtra,2015,No matched historical weather observation
Kolhapur,Maharashtra,2016,No matched historical weather observation
Kolhapur,Maharashtra,2017,No matched historical weather observation
Kolhapur,Maharashtra,2018,No matched historical weather observation
Kolhapur,Maharashtra,2019,No matched historical weather observation
Kolhapur,Maharashtra,2020,No matched historical weather observation
Kolhapur,Maharashtra,2021,No matched historical weather observation
Kolhapur,Maharashtra,2022,No matched historical weather observation
Kondagaon,Chhattisgarh,2013,No matched historical weather observation
Kondagaon,Chhattisgarh,2014,No matched historical weather observation
Kondagaon,Chhattisgarh,2015,No matched historical weather observation
Kondagaon,Chhattisgarh,2016,No matched historical weather observation
Kondagaon,Chhattisgarh,2017,No matched historical weather observation
Kondagaon,Chhattisgarh,2018,No matched historical weather observation
Kondagaon,Chhattisgarh,2019,No matched historical weather observation
Kondagaon,Chhattisgarh,2020,No matched historical weather observation
Kondagaon,Chhattisgarh,2021,No matched historical weather observation
Kondagaon,Chhattisgarh,2022,No matched historical weather observation
Koppal,Karnataka,2013,No matched historical weather observation
Koppal,Karnataka,2014,No matched historical weather observation
Koppal,Karnataka,2015,No matched historical weather observation
Koppal,Karnataka,2016,No matched historical weather observation
Koppal,Karnataka,2017,No matched historical weather observation
Koppal,Karnataka,2018,No matched historical weather observation
Koppal,Karnataka,2019,No matched historical weather observation
Koppal,Karnataka,2020,No matched historical weather observation
Koppal,Karnataka,2021,No matched historical weather observation
Koppal,Karnataka,2022,No matched historical weather observation
Korba,Chhattisgarh,2013,No matched historical weather observation
Korba,Chhattisgarh,2014,No matched historical weather observation
Korba,Chhattisgarh,2015,No matched historical weather observation
Korba,Chhattisgarh,2016,No matched historical weather observation
Korba,Chhattisgarh,2017,No matched historical weather observation
Korba,Chhattisgarh,2018,No matched historical weather observation
Korba,Chhattisgarh,2019,No matched historical weather observation
Korba,Chhattisgarh,2020,No matched historical weather observation
Korba,Chhattisgarh,2021,No matched historical weather observation
Korba,Chhattisgarh,2022,No matched historical weather observation
Kota,Rajasthan,2013,No matched historical weather observation
Kota,Rajasthan,2014,No matched historical weather observation
Kota,Rajasthan,2015,No matched historical weather observation
Kota,Rajasthan,2016,No matched historical weather observation
Kota,Rajasthan,2017,No matched historical weather observation
Kota,Rajasthan,2018,No matched historical weather observation
Kota,Rajasthan,2019,No matched historical weather observation
Kota,Rajasthan,2020,No matched historical weather observation
Kota,Rajasthan,2021,No matched historical weather observation
Kota,Rajasthan,2022,No matched historical weather observation
Kottayam,Kerala,2013,No matched historical weather observation
Kottayam,Kerala,2014,No matched historical weather observation
Kottayam,Kerala,2015,No matched historical weather observation
Kottayam,Kerala,2016,No matched historical weather observation
Kottayam,Kerala,2017,No matched historical weather observation
Kottayam,Kerala,2018,No matched historical weather observation
Kottayam,Kerala,2019,No matched historical weather observation
Kottayam,Kerala,2020,No matched historical weather observation
Kottayam,Kerala,2021,No matched historical weather observation
Kottayam,Kerala,2022,No matched historical weather observation
Krishnagiri,Tamil Nadu,2013,No matched historical weather observation
Krishnagiri,Tamil Nadu,2014,No matched historical weather observation
Krishnagiri,Tamil Nadu,2015,No matched historical weather observation
Krishnagiri,Tamil Nadu,2016,No matched historical weather observation
Krishnagiri,Tamil Nadu,2017,No matched historical weather observation
Krishnagiri,Tamil Nadu,2018,No matched historical weather observation
Krishnagiri,Tamil Nadu,2019,No matched historical weather observation
Krishnagiri,Tamil Nadu,2020,No matched historical weather observation
Krishnagiri,Tamil Nadu,2021,No matched historical weather observation
Krishnagiri,Tamil Nadu,2022,No matched historical weather observation
Kurnool,Andhra Pradesh,2013,No matched historical weather observation
Kurnool,Andhra Pradesh,2014,No matched historical weather observation
Kurnool,Andhra Pradesh,2015,No matched historical weather observation
Kurnool,Andhra Pradesh,2016,No matched historical weather observation
Kurnool,Andhra Pradesh,2017,No matched historical weather observation
Kurnool,Andhra Pradesh,2018,No matched historical weather observation
Kurnool,Andhra Pradesh,2019,No matched historical weather observation
Kurnool,Andhra Pradesh,2020,No matched historical weather observation
Kurnool,Andhra Pradesh,2021,No matched historical weather observation
Kurnool,Andhra Pradesh,2022,No matched historical weather observation
Kurukshetra,Haryana,2013,No matched historical weather observation
Kurukshetra,Haryana,2014,No matched historical weather observation
Kurukshetra,Haryana,2015,No matched historical weather observation
Kurukshetra,Haryana,2016,No matched historical weather observation
Kurukshetra,Haryana,2017,No matched historical weather observation
Kurukshetra,Haryana,2018,No matched historical weather observation
Kurukshetra,Haryana,2019,No matched historical weather observation
Kurukshetra,Haryana,2020,No matched historical weather observation
Kurukshetra,Haryana,2021,No matched historical weather observation
Kurukshetra,Haryana,2022,No matched historical weather observation
Kushi nagar,Uttar Pradesh,2013,No matched historical weather observation
Kushi nagar,Uttar Pradesh,2014,No matched historical weather observation
Kushi nagar,Uttar Pradesh,2015,No matched historical weather observation
Kushi nagar,Uttar Pradesh,2016,No matched historical weather observation
Kushi nagar,Uttar Pradesh,2017,No matched historical weather observation
Kushi nagar,Uttar Pradesh,2018,No matched historical weather observation
Kushi nagar,Uttar Pradesh,2019,No matched historical weather observation
Kushi nagar,Uttar Pradesh,2020,No matched historical weather observation
Kushi nagar,Uttar Pradesh,2021,No matched historical weather observation
Kushi nagar,Uttar Pradesh,2022,No matched historical weather observation
Lakhimpur,Assam,2013,No matched historical weather observation
Lakhimpur,Assam,2014,No matched historical weather observation
Lakhimpur,Assam,2015,No matched historical weather observation
Lakhimpur,Assam,2016,No matched historical weather observation
Lakhimpur,Assam,2017,No matched historical weather observation
Lakhimpur,Assam,2018,No matched historical weather observation
Lakhimpur,Assam,2019,No matched historical weather observation
Lakhimpur,Assam,2020,No matched historical weather observation
Lakhimpur,Assam,2021,No matched historical weather observation
Lakhimpur,Assam,2022,No matched historical weather observation
Lakhisarai,Bihar,2013,No matched historical weather observation
Lakhisarai,Bihar,2014,No matched historical weather observation
Lakhisarai,Bihar,2015,No matched historical weather observation
Lakhisarai,Bihar,2016,No matched historical weather observation
Lakhisarai,Bihar,2017,No matched historical weather observation
Lakhisarai,Bihar,2018,No matched historical weather observation
Lakhisarai,Bihar,2019,No matched historical weather observation
Lakhisarai,Bihar,2020,No matched historical weather observation
Lakhisarai,Bihar,2021,No matched historical weather observation
Lakhisarai,Bihar,2022,No matched historical weather observation
Lohardaga,Jharkhand,2013,No matched historical weather observation
Lohardaga,Jharkhand,2014,No matched historical weather observation
Lohardaga,Jharkhand,2015,No matched historical weather observation
Lohardaga,Jharkhand,2016,No matched historical weather observation
Lohardaga,Jharkhand,2017,No matched historical weather observation
Lohardaga,Jharkhand,2018,No matched historical weather observation
Lohardaga,Jharkhand,2019,No matched historical weather observation
Lohardaga,Jharkhand,2020,No matched historical weather observation
Lohardaga,Jharkhand,2021,No matched historical weather observation
Lohardaga,Jharkhand,2022,No matched historical weather observation
Lucknow,Uttar Pradesh,2013,No matched historical weather observation
Lucknow,Uttar Pradesh,2014,No matched historical weather observation
Lucknow,Uttar Pradesh,2015,No matched historical weather observation
Lucknow,Uttar Pradesh,2016,No matched historical weather observation
Lucknow,Uttar Pradesh,2017,No matched historical weather observation
Lucknow,Uttar Pradesh,2018,No matched historical weather observation
Lucknow,Uttar Pradesh,2019,No matched historical weather observation
Lucknow,Uttar Pradesh,2020,No matched historical weather observation
Lucknow,Uttar Pradesh,2021,No matched historical weather observation
Lucknow,Uttar Pradesh,2022,No matched historical weather observation
Madhepura,Bihar,2013,No matched historical weather observation
Madhepura,Bihar,2014,No matched historical weather observation
Madhepura,Bihar,2015,No matched historical weather observation
Madhepura,Bihar,2016,No matched historical weather observation
Madhepura,Bihar,2017,No matched historical weather observation
Madhepura,Bihar,2018,No matched historical weather observation
Madhepura,Bihar,2019,No matched historical weather observation
Madhepura,Bihar,2020,No matched historical weather observation
Madhepura,Bihar,2021,No matched historical weather observation
Madhepura,Bihar,2022,No matched historical weather observation
Madhubani,Bihar,2013,No matched historical weather observation
Madhubani,Bihar,2014,No matched historical weather observation
Madhubani,Bihar,2015,No matched historical weather observation
Madhubani,Bihar,2016,No matched historical weather observation
Madhubani,Bihar,2017,No matched historical weather observation
Madhubani,Bihar,2018,No matched historical weather observation
Madhubani,Bihar,2019,No matched historical weather observation
Madhubani,Bihar,2020,No matched historical weather observation
Madhubani,Bihar,2021,No matched historical weather observation
Madhubani,Bihar,2022,No matched historical weather observation
Madurai,Tamil Nadu,2013,No matched historical weather observation
Madurai,Tamil Nadu,2014,No matched historical weather observation
Madurai,Tamil Nadu,2015,No matched historical weather observation
Madurai,Tamil Nadu,2016,No matched historical weather observation
Madurai,Tamil Nadu,2017,No matched historical weather observation
Madurai,Tamil Nadu,2018,No matched historical weather observation
Madurai,Tamil Nadu,2019,No matched historical weather observation
Madurai,Tamil Nadu,2020,No matched historical weather observation
Madurai,Tamil Nadu,2021,No matched historical weather observation
Madurai,Tamil Nadu,2022,No matched historical weather observation
Mahabubabad,Telangana,2016,No matched historical weather observation
Mahabubabad,Telangana,2017,No matched historical weather observation
Mahabubabad,Telangana,2018,No matched historical weather observation
Mahabubabad,Telangana,2019,No matched historical weather observation
Mahabubabad,Telangana,2020,No matched historical weather observation
Mahabubabad,Telangana,2021,No matched historical weather observation
Mahabubabad,Telangana,2022,No matched historical weather observation
Mahisagar,Gujarat,2014,No matched historical weather observation
Mahisagar,Gujarat,2015,No matched historical weather observation
Mahisagar,Gujarat,2016,No matched historical weather observation
Mahisagar,Gujarat,2017,No matched historical weather observation
Mahisagar,Gujarat,2018,No matched historical weather observation
Mahisagar,Gujarat,2019,No matched historical weather observation
Mahisagar,Gujarat,2020,No matched historical weather observation
Mahisagar,Gujarat,2021,No matched historical weather observation
Mahisagar,Gujarat,2022,No matched historical weather observation
Mainpuri,Uttar Pradesh,2013,No matched historical weather observation
Mainpuri,Uttar Pradesh,2014,No matched historical weather observation
Mainpuri,Uttar Pradesh,2015,No matched historical weather observation
Mainpuri,Uttar Pradesh,2016,No matched historical weather observation
Mainpuri,Uttar Pradesh,2017,No matched historical weather observation
Mainpuri,Uttar Pradesh,2018,No matched historical weather observation
Mainpuri,Uttar Pradesh,2019,No matched historical weather observation
Mainpuri,Uttar Pradesh,2020,No matched historical weather observation
Mainpuri,Uttar Pradesh,2021,No matched historical weather observation
Mainpuri,Uttar Pradesh,2022,No matched historical weather observation
Malkangiri,Odisha,2013,No matched historical weather observation
Malkangiri,Odisha,2014,No matched historical weather observation
Malkangiri,Odisha,2015,No matched historical weather observation
Malkangiri,Odisha,2016,No matched historical weather observation
Malkangiri,Odisha,2017,No matched historical weather observation
Malkangiri,Odisha,2018,No matched historical weather observation
Malkangiri,Odisha,2019,No matched historical weather observation
Malkangiri,Odisha,2020,No matched historical weather observation
Malkangiri,Odisha,2021,No matched historical weather observation
Malkangiri,Odisha,2022,No matched historical weather observation
Mancherial,Telangana,2016,No matched historical weather observation
Mancherial,Telangana,2017,No matched historical weather observation
Mancherial,Telangana,2018,No matched historical weather observation
Mancherial,Telangana,2019,No matched historical weather observation
Mancherial,Telangana,2020,No matched historical weather observation
Mancherial,Telangana,2021,No matched historical weather observation
Mancherial,Telangana,2022,No matched historical weather observation
Mandya,Karnataka,2013,No matched historical weather observation
Mandya,Karnataka,2014,No matched historical weather observation
Mandya,Karnataka,2015,No matched historical weather observation
Mandya,Karnataka,2016,No matched historical weather observation
Mandya,Karnataka,2017,No matched historical weather observation
Mandya,Karnataka,2018,No matched historical weather observation
Mandya,Karnataka,2019,No matched historical weather observation
Mandya,Karnataka,2020,No matched historical weather observation
Mandya,Karnataka,2021,No matched historical weather observation
Mandya,Karnataka,2022,No matched historical weather observation
Mathura,Uttar Pradesh,2013,No matched historical weather observation
Mathura,Uttar Pradesh,2014,No matched historical weather observation
Mathura,Uttar Pradesh,2015,No matched historical weather observation
Mathura,Uttar Pradesh,2016,No matched historical weather observation
Mathura,Uttar Pradesh,2017,No matched historical weather observation
Mathura,Uttar Pradesh,2018,No matched historical weather observation
Mathura,Uttar Pradesh,2019,No matched historical weather observation
Mathura,Uttar Pradesh,2020,No matched historical weather observation
Mathura,Uttar Pradesh,2021,No matched historical weather observation
Mathura,Uttar Pradesh,2022,No matched historical weather observation
Mau,Uttar Pradesh,2013,No matched historical weather observation
Mau,Uttar Pradesh,2014,No matched historical weather observation
Mau,Uttar Pradesh,2015,No matched historical weather observation
Mau,Uttar Pradesh,2016,No matched historical weather observation
Mau,Uttar Pradesh,2017,No matched historical weather observation
Mau,Uttar Pradesh,2018,No matched historical weather observation
Mau,Uttar Pradesh,2019,No matched historical weather observation
Mau,Uttar Pradesh,2020,No matched historical weather observation
Mau,Uttar Pradesh,2021,No matched historical weather observation
Mau,Uttar Pradesh,2022,No matched historical weather observation
