District,State,Region,Year,Season,Crop,Latitude,Longitude,SoilType,IrrigationLevel,Rainfall,Temperature,Humidity,SoilMoisture,NDVI_Flowering,WaterStress,PestRisk,SuitabilityScore,YieldIndex,Failure,RecommendedCrop,IsRecommendedCrop
Gurugram,Haryana,Northwest Dryland,2018,Kharif,Soybean,28.4595,77.0266,Sandy Loam,Medium,105.04,28.67,65.87,66.86,0.706,0.133,0.422,0.896,90.81,1,Soybean,1
Gurugram,Haryana,Northwest Dryland,2018,Rabi,Wheat,28.4595,77.0266,Sandy Loam,Medium,26.53,20.71,31.51,38.46,0.688,0.559,0.341,0.75,78.3,1,Mustard,0
Gurugram,Haryana,Northwest Dryland,2018,Rabi,Mustard,28.4595,77.0266,Sandy Loam,Medium,44.45,21.87,47.42,38.86,0.811,0.277,0.336,0.98,90.75,0,Mustard,1
Gurugram,Haryana,Northwest Dryland,2018,Rabi,Chickpea,28.4595,77.0266,Sandy Loam,Medium,36.3,24.6,33.71,38.83,0.706,0.226,0.43,0.835,79.9,1,Mustard,0
Gurugram,Haryana,Northwest Dryland,2018,Zaid,Groundnut,28.4595,77.0266,Sandy Loam,Medium,18.0,34.16,25.0,37.32,0.626,0.507,0.458,0.673,67.17,1,Millet,0
Gurugram,Haryana,Northwest Dryland,2018,Zaid,Millet,28.4595,77.0266,Sandy Loam,Medium,18.0,35.8,31.75,20.93,0.691,0.462,0.371,0.841,74.67,1,Millet,1
Gurugram,Haryana,Northwest Dryland,2019,Kharif,Rice,28.4595,77.0266,Sandy Loam,Medium,123.35,33.56,54.43,62.0,0.634,0.606,0.488,0.612,60.3,1,Cotton,0
Gurugram,Haryana,Northwest Dryland,2019,Kharif,Maize,28.4595,77.0266,Sandy Loam,Medium,126.95,31.62,43.53,63.16,0.72,0.122,0.465,0.765,84.17,1,Cotton,0
Gurugram,Haryana,Northwest Dryland,2019,Kharif,Cotton,28.4595,77.0266,Sandy Loam,Medium,117.04,29.47,45.99,51.36,0.684,0.115,0.402,0.897,93.43,1,Cotton,1
Gurugram,Haryana,Northwest Dryland,2019,Kharif,Soybean,28.4595,77.0266,Sandy Loam,Medium,125.06,30.8,52.23,54.09,0.687,0.181,0.492,0.786,79.64,0,Cotton,0
Gurugram,Haryana,Northwest Dryland,2019,Rabi,Wheat,28.4595,77.0266,Sandy Loam,Medium,41.18,21.77,33.42,29.19,0.65,0.654,0.329,0.77,74.83,1,Mustard,0
Gurugram,Haryana,Northwest Dryland,2019,Rabi,Mustard,28.4595,77.0266,Sandy Loam,Medium,51.54,26.43,44.88,25.51,0.736,0.419,0.377,0.897,80.2,0,Mustard,1
Gurugram,Haryana,Northwest Dryland,2019,Rabi,Chickpea,28.4595,77.0266,Sandy Loam,Medium,48.15,20.33,32.4,20.84,0.688,0.444,0.349,0.736,80.34,0,Mustard,0
Gurugram,Haryana,Northwest Dryland,2019,Zaid,Groundnut,28.4595,77.0266,Sandy Loam,Medium,18.0,28.64,27.71,36.66,0.716,0.551,0.348,0.761,70.39,0,Millet,0
Gurugram,Haryana,Northwest Dryland,2019,Zaid,Millet,28.4595,77.0266,Sandy Loam,Medium,18.0,34.16,33.64,44.55,0.778,0.263,0.368,0.934,86.48,0,Millet,1
Gurugram,Haryana,Northwest Dryland,2020,Kharif,Rice,28.4595,77.0266,Sandy Loam,Medium,118.95,31.23,47.7,67.28,0.68,0.559,0.444,0.738,68.19,0,Cotton,0
Gurugram,Haryana,Northwest Dryland,2020,Kharif,Maize,28.4595,77.0266,Sandy Loam,Medium,99.78,33.27,59.89,62.47,0.699,0.155,0.457,0.812,81.39,0,Cotton,0
Gurugram,Haryana,Northwest Dryland,2020,Kharif,Cotton,28.4595,77.0266,Sandy Loam,Medium,120.17,26.57,48.41,57.27,0.788,0.077,0.379,0.844,83.85,1,Cotton,1
Gurugram,Haryana,Northwest Dryland,2020,Kharif,Soybean,28.4595,77.0266,Sandy Loam,Medium,104.73,33.16,54.84,51.12,0.65,0.28,0.509,0.753,68.39,1,Cotton,0
Gurugram,Haryana,Northwest Dryland,2020,Rabi,Wheat,28.4595,77.0266,Sandy Loam,Medium,39.01,22.81,26.61,45.67,0.676,0.421,0.303,0.771,75.28,1,Mustard,0
Gurugram,Haryana,Northwest Dryland,2020,Rabi,Mustard,28.4595,77.0266,Sandy Loam,Medium,22.48,21.83,25.0,32.02,0.761,0.487,0.398,0.923,84.69,0,Mustard,1
Gurugram,Haryana,Northwest Dryland,2020,Rabi,Chickpea,28.4595,77.0266,Sandy Loam,Medium,60.41,20.54,28.55,24.63,0.725,0.37,0.369,0.821,80.98,0,Mustard,0
Gurugram,Haryana,Northwest Dryland,2020,Zaid,Groundnut,28.4595,77.0266,Sandy Loam,Medium,33.21,36.17,31.85,34.09,0.648,0.484,0.357,0.675,72.83,0,Millet,0
Gurugram,Haryana,Northwest Dryland,2020,Zaid,Millet,28.4595,77.0266,Sandy Loam,Medium,31.31,35.2,31.0,33.52,0.754,0.221,0.419,0.939,92.46,0,Millet,1
Gurugram,Haryana,Northwest Dryland,2021,Kharif,Rice,28.4595,77.0266,Sandy Loam,Medium,121.72,29.38,48.74,53.74,0.638,0.739,0.402,0.676,69.91,1,Cotton,0
Gurugram,Haryana,Northwest Dryland,2021,Kharif,Maize,28.4595,77.0266,Sandy Loam,Medium,73.04,34.15,52.34,71.43,0.636,0.342,0.41,0.666,63.1,1,Cotton,0
Gurugram,Haryana,Northwest Dryland,2021,Kharif,Cotton,28.4595,77.0266,Sandy Loam,Medium,77.3,27.36,58.0,46.61,0.639,0.273,0.392,0.845,85.07,0,Cotton,1
Gurugram,Haryana,Northwest Dryland,2021,Kharif,Soybean,28.4595,77.0266,Sandy Loam,Medium,96.75,30.39,47.74,51.6,0.734,0.277,0.33,0.768,79.44,0,Cotton,0
Gurugram,Haryana,Northwest Dryland,2021,Rabi,Wheat,28.4595,77.0266,Sandy Loam,Medium,33.69,26.28,33.31,42.53,0.628,0.498,0.338,0.727,66.4,0,Mustard,0
Gurugram,Haryana,Northwest Dryland,2021,Rabi,Mustard,28.4595,77.0266,Sandy Loam,Medium,80.29,21.23,37.51,38.48,0.833,0.222,0.335,0.98,99.3,0,Mustard,1
Gurugram,Haryana,Northwest Dryland,2021,Rabi,Chickpea,28.4595,77.0266,Sandy Loam,Medium,35.77,24.91,35.27,41.9,0.783,0.245,0.429,0.879,80.42,0,Mustard,0
Gurugram,Haryana,Northwest Dryland,2021,Zaid,Groundnut,28.4595,77.0266,Sandy Loam,Medium,18.0,31.08,34.67,37.32,0.735,0.497,0.375,0.798,70.3,0,Millet,0
Gurugram,Haryana,Northwest Dryland,2021,Zaid,Millet,28.4595,77.0266,Sandy Loam,Medium,47.47,30.71,34.61,43.49,0.753,0.065,0.414,0.98,90.27,0,Millet,1
Gurugram,Haryana,Northwest Dryland,2022,Kharif,Rice,28.4595,77.0266,Sandy Loam,Medium,132.81,32.73,48.37,55.58,0.621,0.668,0.422,0.694,69.62,0,Soybean,0
Gurugram,Haryana,Northwest Dryland,2022,Kharif,Maize,28.4595,77.0266,Sandy Loam,Medium,93.0,34.81,51.93,82.64,0.617,0.181,0.498,0.672,71.84,0,Soybean,0
Gurugram,Haryana,Northwest Dryland,2022,Kharif,Cotton,28.4595,77.0266,Sandy Loam,Medium,114.7,31.74,62.58,64.43,0.733,0.105,0.525,0.778,82.28,0,Soybean,0
Gurugram,Haryana,Northwest Dryland,2022,Kharif,Soybean,28.4595,77.0266,Sandy Loam,Medium,95.57,30.51,43.38,62.51,0.698,0.169,0.322,0.822,82.7,0,Soybean,1
Gurugram,Haryana,Northwest Dryland,2022,Rabi,Wheat,28.4595,77.0266,Sandy Loam,Medium,43.36,23.03,45.26,37.93,0.716,0.487,0.425,0.804,71.52,0,Chickpea,0
Gurugram,Haryana,Northwest Dryland,2022,Rabi,Mustard,28.4595,77.0266,Sandy Loam,Medium,21.58,20.05,28.69,50.54,0.712,0.342,0.223,0.891,81.02,1,Chickpea,0
Gurugram,Haryana,Northwest Dryland,2022,Rabi,Chickpea,28.4595,77.0266,Sandy Loam,Medium,33.83,23.65,38.06,31.74,0.792,0.326,0.35,0.892,83.89,0,Chickpea,1
Gurugram,Haryana,Northwest Dryland,2022,Zaid,Groundnut,28.4595,77.0266,Sandy Loam,Medium,23.97,29.89,25.0,33.54,0.68,0.549,0.456,0.771,70.06,1,Millet,0
Gurugram,Haryana,Northwest Dryland,2022,Zaid,Millet,28.4595,77.0266,Sandy Loam,Medium,38.86,31.44,32.96,28.88,0.803,0.224,0.46,0.98,88.63,0,Millet,1
Gurugram,Haryana,Northwest Dryland,2023,Kharif,Rice,28.4595,77.0266,Sandy Loam,Medium,109.56,30.77,59.86,52.96,0.653,0.84,0.495,0.711,65.64,0,Maize,0
Gurugram,Haryana,Northwest Dryland,2023,Kharif,Maize,28.4595,77.0266,Sandy Loam,Medium,113.14,23.92,48.28,59.35,0.754,0.163,0.42,0.86,75.35,0,Maize,1
Gurugram,Haryana,Northwest Dryland,2023,Kharif,Cotton,28.4595,77.0266,Sandy Loam,Medium,105.79,31.45,50.54,65.59,0.73,0.119,0.434,0.818,85.13,1,Maize,0
Gurugram,Haryana,Northwest Dryland,2023,Kharif,Soybean,28.4595,77.0266,Sandy Loam,Medium,114.83,33.29,48.65,51.39,0.693,0.245,0.405,0.729,79.36,0,Maize,0
Gurugram,Haryana,Northwest Dryland,2023,Rabi,Wheat,28.4595,77.0266,Sandy Loam,Medium,42.58,22.5,32.25,37.07,0.659,0.539,0.397,0.771,76.93,0,Mustard,0
Gurugram,Haryana,Northwest Dryland,2023,Rabi,Mustard,28.4595,77.0266,Sandy Loam,Medium,40.06,22.71,36.87,43.49,0.735,0.252,0.379,0.98,91.19,0,Mustard,1
Gurugram,Haryana,Northwest Dryland,2023,Rabi,Chickpea,28.4595,77.0266,Sandy Loam,Medium,26.55,21.72,32.57,26.55,0.786,0.481,0.347,0.877,88.98,1,Mustard,0
Gurugram,Haryana,Northwest Dryland,2023,Zaid,Groundnut,28.4595,77.0266,Sandy Loam,Medium,29.96,32.9,30.11,30.68,0.676,0.565,0.444,0.728,65.97,0,Millet,0
Gurugram,Haryana,Northwest Dryland,2023,Zaid,Millet,28.4595,77.0266,Sandy Loam,Medium,29.79,35.6,35.98,29.47,0.817,0.254,0.435,0.933,91.52,0,Millet,1
Gurugram,Haryana,Northwest Dryland,2024,Kharif,Rice,28.4595,77.0266,Sandy Loam,Medium,137.17,33.41,61.67,44.17,0.607,0.752,0.493,0.602,45.66,1,Cotton,0
Gurugram,Haryana,Northwest Dryland,2024,Kharif,Maize,28.4595,77.0266,Sandy Loam,Medium,95.33,35.19,51.84,45.07,0.661,0.395,0.544,0.687,70.25,1,Cotton,0
Gurugram,Haryana,Northwest Dryland,2024,Kharif,Cotton,28.4595,77.0266,Sandy Loam,Medium,124.33,30.27,46.56,64.13,0.735,0.087,0.437,0.814,76.09,0,Cotton,1
Gurugram,Haryana,Northwest Dryland,2024,Kharif,Soybean,28.4595,77.0266,Sandy Loam,Medium,111.94,29.93,44.39,53.45,0.713,0.177,0.444,0.81,88.42,0,Cotton,0
Gurugram,Haryana,Northwest Dryland,2024,Rabi,Wheat,28.4595,77.0266,Sandy Loam,Medium,41.79,22.69,25.0,25.68,0.677,0.69,0.307,0.732,73.82,0,Mustard,0
Gurugram,Haryana,Northwest Dryland,2024,Rabi,Mustard,28.4595,77.0266,Sandy Loam,Medium,32.92,19.64,29.83,44.49,0.773,0.287,0.326,0.895,79.09,0,Mustard,1
Gurugram,Haryana,Northwest Dryland,2024,Rabi,Chickpea,28.4595,77.0266,Sandy Loam,Medium,29.54,23.54,42.09,34.79,0.706,0.325,0.404,0.848,82.88,1,Mustard,0
Gurugram,Haryana,Northwest Dryland,2024,Zaid,Groundnut,28.4595,77.0266,Sandy Loam,Medium,26.01,30.36,25.0,36.81,0.66,0.489,0.323,0.732,64.94,0,Millet,0
Gurugram,Haryana,Northwest Dryland,2024,Zaid,Millet,28.4595,77.0266,Sandy Loam,Medium,35.79,34.17,26.68,21.06,0.789,0.34,0.431,0.95,87.27,0,Millet,1
Gurugram,Haryana,Northwest Dryland,2025,Kharif,Rice,28.4595,77.0266,Sandy Loam,Medium,79.74,27.55,68.58,51.38,0.655,0.98,0.455,0.669,57.8,1,Maize,0
Gurugram,Haryana,Northwest Dryland,2025,Kharif,Maize,28.4595,77.0266,Sandy Loam,Medium,96.95,25.93,40.96,47.62,0.711,0.376,0.402,0.831,80.61,1,Maize,1
Gurugram,Haryana,Northwest Dryland,2025,Kharif,Cotton,28.4595,77.0266,Sandy Loam,Medium,108.07,35.84,51.58,63.86,0.64,0.132,0.528,0.711,76.77,0,Maize,0
Gurugram,Haryana,Northwest Dryland,2025,Kharif,Soybean,28.4595,77.0266,Sandy Loam,Medium,108.47,35.88,59.2,50.53,0.689,0.269,0.489,0.721,78.63,0,Maize,0
Gurugram,Haryana,Northwest Dryland,2025,Rabi,Wheat,28.4595,77.0266,Sandy Loam,Medium,40.15,22.74,38.39,36.64,0.67,0.54,0.296,0.741,76.93,0,Mustard,0
Gurugram,Haryana,Northwest Dryland,2025,Rabi,Mustard,28.4595,77.0266,Sandy Loam,Medium,47.46,21.88,32.44,39.0,0.799,0.206,0.335,0.98,95.6,0,Mustard,1
Gurugram,Haryana,Northwest Dryland,2025,Rabi,Chickpea,28.4595,77.0266,Sandy Loam,Medium,44.3,24.7,50.09,25.18,0.775,0.473,0.365,0.888,83.1,1,Mustard,0
Gurugram,Haryana,Northwest Dryland,2025,Zaid,Groundnut,28.4595,77.0266,Sandy Loam,Medium,33.52,34.09,37.45,31.15,0.666,0.516,0.405,0.693,62.34,0,Millet,0
Gurugram,Haryana,Northwest Dryland,2025,Zaid,Millet,28.4595,77.0266,Sandy Loam,Medium,25.47,30.91,31.86,39.2,0.756,0.255,0.42,0.966,91.18,0,Millet,1
Gurugram,Haryana,Northwest Dryland,2026,Kharif,Rice,28.4595,77.0266,Sandy Loam,Medium,98.7,30.87,41.92,50.13,0.622,0.937,0.449,0.616,54.99,1,Cotton,0
Gurugram,Haryana,Northwest Dryland,2026,Kharif,Maize,28.4595,77.0266,Sandy Loam,Medium,116.14,33.17,53.91,59.14,0.683,0.085,0.444,0.76,79.37,0,Cotton,0
Gurugram,Haryana,Northwest Dryland,2026,Kharif,Cotton,28.4595,77.0266,Sandy Loam,Medium,81.44,31.74,47.55,51.22,0.719,0.108,0.433,0.802,82.46,0,Cotton,1
Gurugram,Haryana,Northwest Dryland,2026,Kharif,Soybean,28.4595,77.0266,Sandy Loam,Medium,84.59,30.9,45.24,74.4,0.674,0.207,0.406,0.722,75.03,0,Cotton,0
Gurugram,Haryana,Northwest Dryland,2026,Rabi,Wheat,28.4595,77.0266,Sandy Loam,Medium,41.6,23.75,34.81,38.74,0.624,0.558,0.379,0.7,76.91,1,Mustard,0
Gurugram,Haryana,Northwest Dryland,2026,Rabi,Mustard,28.4595,77.0266,Sandy Loam,Medium,39.27,25.52,36.23,37.32,0.733,0.329,0.372,0.891,87.78,0,Mustard,1
Gurugram,Haryana,Northwest Dryland,2026,Rabi,Chickpea,28.4595,77.0266,Sandy Loam,Medium,44.74,19.68,33.76,35.8,0.743,0.274,0.337,0.799,90.99,0,Mustard,0
Gurugram,Haryana,Northwest Dryland,2026,Zaid,Groundnut,28.4595,77.0266,Sandy Loam,Medium,18.0,29.87,25.0,40.11,0.665,0.493,0.394,0.775,64.96,1,Millet,0
Gurugram,Haryana,Northwest Dryland,2026,Zaid,Millet,28.4595,77.0266,Sandy Loam,Medium,38.97,35.94,25.0,30.25,0.761,0.232,0.444,0.92,89.91,0,Millet,1
Delhi,Delhi,Indo Gangetic Plains,2018,Kharif,Rice,28.6139,77.209,Alluvial,Medium,93.26,31.48,64.25,59.21,0.713,0.805,0.54,0.802,64.31,0,Maize,0
Delhi,Delhi,Indo Gangetic Plains,2018,Kharif,Maize,28.6139,77.209,Alluvial,Medium,133.52,29.51,61.4,51.57,0.775,0.171,0.442,0.941,84.08,0,Maize,1
Delhi,Delhi,Indo Gangetic Plains,2018,Kharif,Cotton,28.6139,77.209,Alluvial,Medium,155.15,28.13,53.0,57.6,0.707,0.138,0.451,0.812,74.63,0,Maize,0
Delhi,Delhi,Indo Gangetic Plains,2018,Kharif,Soybean,28.6139,77.209,Alluvial,Medium,112.78,29.74,64.98,58.67,0.789,0.102,0.477,0.838,87.51,1,Maize,0
Delhi,Delhi,Indo Gangetic Plains,2018,Rabi,Wheat,28.6139,77.209,Alluvial,Medium,40.6,24.01,49.09,36.47,0.727,0.589,0.363,0.84,75.57,1,Mustard,0
Delhi,Delhi,Indo Gangetic Plains,2018,Rabi,Mustard,28.6139,77.209,Alluvial,Medium,47.3,23.71,51.51,25.03,0.755,0.463,0.421,0.906,87.31,0,Mustard,1
Delhi,Delhi,Indo Gangetic Plains,2018,Rabi,Chickpea,28.6139,77.209,Alluvial,Medium,18.0,25.56,50.1,34.26,0.718,0.447,0.428,0.836,86.97,0,Mustard,0
Delhi,Delhi,Indo Gangetic Plains,2018,Zaid,Groundnut,28.6139,77.209,Alluvial,Medium,18.0,31.27,28.7,38.77,0.698,0.533,0.388,0.719,70.19,0,Millet,0
Delhi,Delhi,Indo Gangetic Plains,2018,Zaid,Millet,28.6139,77.209,Alluvial,Medium,35.56,34.62,48.2,30.34,0.739,0.248,0.39,0.854,80.53,1,Millet,1
Delhi,Delhi,Indo Gangetic Plains,2019,Kharif,Rice,28.6139,77.209,Alluvial,Medium,116.01,32.01,59.18,55.96,0.625,0.714,0.449,0.748,64.52,0,Maize,0
Delhi,Delhi,Indo Gangetic Plains,2019,Kharif,Maize,28.6139,77.209,Alluvial,Medium,145.51,30.59,59.84,63.61,0.787,0.116,0.458,0.929,86.58,0,Maize,1
Delhi,Delhi,Indo Gangetic Plains,2019,Kharif,Cotton,28.6139,77.209,Alluvial,Medium,124.99,25.96,61.19,50.55,0.733,0.128,0.455,0.852,80.86,0,Maize,0
Delhi,Delhi,Indo Gangetic Plains,2019,Kharif,Soybean,28.6139,77.209,Alluvial,Medium,111.95,28.18,56.39,57.14,0.711,0.129,0.426,0.844,83.48,1,Maize,0
Delhi,Delhi,Indo Gangetic Plains,2019,Rabi,Wheat,28.6139,77.209,Alluvial,Medium,60.43,22.95,39.64,41.47,0.721,0.342,0.376,0.857,78.96,0,Chickpea,0
Delhi,Delhi,Indo Gangetic Plains,2019,Rabi,Mustard,28.6139,77.209,Alluvial,Medium,31.86,22.89,32.03,39.84,0.753,0.253,0.348,0.952,83.96,0,Chickpea,0
Delhi,Delhi,Indo Gangetic Plains,2019,Rabi,Chickpea,28.6139,77.209,Alluvial,Medium,69.51,23.27,30.98,34.91,0.786,0.189,0.333,0.98,90.38,0,Chickpea,1
Delhi,Delhi,Indo Gangetic Plains,2019,Zaid,Groundnut,28.6139,77.209,Alluvial,Medium,52.8,31.48,42.28,20.58,0.663,0.542,0.357,0.799,72.05,1,Groundnut,1
Delhi,Delhi,Indo Gangetic Plains,2019,Zaid,Millet,28.6139,77.209,Alluvial,Medium,32.66,32.32,25.0,36.57,0.681,0.189,0.39,0.796,81.92,1,Groundnut,0
Delhi,Delhi,Indo Gangetic Plains,2020,Kharif,Rice,28.6139,77.209,Alluvial,Medium,152.24,30.42,58.3,56.72,0.755,0.547,0.348,0.883,79.12,1,Maize,0
Delhi,Delhi,Indo Gangetic Plains,2020,Kharif,Maize,28.6139,77.209,Alluvial,Medium,126.62,26.88,63.91,66.07,0.771,0.119,0.406,0.98,87.37,0,Maize,1
Delhi,Delhi,Indo Gangetic Plains,2020,Kharif,Cotton,28.6139,77.209,Alluvial,Medium,108.12,27.84,52.86,59.58,0.766,0.092,0.438,0.848,81.8,0,Maize,0
Delhi,Delhi,Indo Gangetic Plains,2020,Kharif,Soybean,28.6139,77.209,Alluvial,Medium,93.16,28.9,57.9,53.8,0.72,0.299,0.46,0.871,82.04,0,Maize,0
Delhi,Delhi,Indo Gangetic Plains,2020,Rabi,Wheat,28.6139,77.209,Alluvial,Medium,53.01,20.7,40.25,32.24,0.777,0.536,0.371,0.951,86.37,0,Chickpea,0
Delhi,Delhi,Indo Gangetic Plains,2020,Rabi,Mustard,28.6139,77.209,Alluvial,Medium,29.8,16.25,54.81,28.49,0.662,0.464,0.39,0.829,78.94,0,Chickpea,0
Delhi,Delhi,Indo Gangetic Plains,2020,Rabi,Chickpea,28.6139,77.209,Alluvial,Medium,59.9,22.92,41.9,42.08,0.832,0.097,0.404,0.98,96.33,0,Chickpea,1
Delhi,Delhi,Indo Gangetic Plains,2020,Zaid,Groundnut,28.6139,77.209,Alluvial,Medium,31.76,30.48,34.03,33.29,0.688,0.505,0.429,0.765,70.15,0,Millet,0
Delhi,Delhi,Indo Gangetic Plains,2020,Zaid,Millet,28.6139,77.209,Alluvial,Medium,41.46,35.5,50.46,30.32,0.715,0.152,0.396,0.796,87.33,0,Millet,1
Delhi,Delhi,Indo Gangetic Plains,2021,Kharif,Rice,28.6139,77.209,Alluvial,Medium,170.16,27.36,63.34,51.63,0.774,0.474,0.375,0.98,95.92,0,Rice,1
Delhi,Delhi,Indo Gangetic Plains,2021,Kharif,Maize,28.6139,77.209,Alluvial,Medium,120.08,29.19,43.41,56.17,0.8,0.196,0.431,0.98,94.86,0,Rice,0
Delhi,Delhi,Indo Gangetic Plains,2021,Kharif,Cotton,28.6139,77.209,Alluvial,Medium,115.53,28.78,58.65,54.05,0.773,0.102,0.429,0.865,81.08,1,Rice,0
Delhi,Delhi,Indo Gangetic Plains,2021,Kharif,Soybean,28.6139,77.209,Alluvial,Medium,100.9,30.76,55.72,63.99,0.716,0.148,0.458,0.819,78.46,0,Rice,0
Delhi,Delhi,Indo Gangetic Plains,2021,Rabi,Wheat,28.6139,77.209,Alluvial,Medium,54.68,19.75,40.15,43.13,0.822,0.358,0.396,0.98,85.32,0,Mustard,0
Delhi,Delhi,Indo Gangetic Plains,2021,Rabi,Mustard,28.6139,77.209,Alluvial,Medium,67.6,21.2,45.87,37.85,0.765,0.154,0.376,0.98,93.83,0,Mustard,1
Delhi,Delhi,Indo Gangetic Plains,2021,Rabi,Chickpea,28.6139,77.209,Alluvial,Medium,19.88,24.04,47.61,19.92,0.759,0.641,0.387,0.939,83.5,0,Mustard,0
Delhi,Delhi,Indo Gangetic Plains,2021,Zaid,Groundnut,28.6139,77.209,Alluvial,Medium,54.28,35.07,28.12,41.14,0.606,0.274,0.411,0.742,69.18,1,Millet,0
Delhi,Delhi,Indo Gangetic Plains,2021,Zaid,Millet,28.6139,77.209,Alluvial,Medium,31.94,35.71,37.08,37.88,0.768,0.168,0.412,0.836,76.28,0,Millet,1
Delhi,Delhi,Indo Gangetic Plains,2022,Kharif,Rice,28.6139,77.209,Alluvial,Medium,133.96,30.13,48.57,57.31,0.748,0.589,0.404,0.834,85.5,0,Maize,0
Delhi,Delhi,Indo Gangetic Plains,2022,Kharif,Maize,28.6139,77.209,Alluvial,Medium,111.81,27.98,66.47,69.94,0.774,0.096,0.477,0.978,97.12,0,Maize,1
Delhi,Delhi,Indo Gangetic Plains,2022,Kharif,Cotton,28.6139,77.209,Alluvial,Medium,88.69,28.3,69.55,61.94,0.749,0.116,0.468,0.916,89.83,0,Maize,0
Delhi,Delhi,Indo Gangetic Plains,2022,Kharif,Soybean,28.6139,77.209,Alluvial,Medium,117.79,28.65,45.22,65.36,0.769,0.113,0.482,0.887,88.65,0,Maize,0
Delhi,Delhi,Indo Gangetic Plains,2022,Rabi,Wheat,28.6139,77.209,Alluvial,Medium,58.7,22.11,46.83,27.27,0.753,0.587,0.481,0.956,85.2,0,Chickpea,0
Delhi,Delhi,Indo Gangetic Plains,2022,Rabi,Mustard,28.6139,77.209,Alluvial,Medium,18.0,22.11,44.14,19.29,0.764,0.638,0.34,0.931,87.12,0,Chickpea,0
Delhi,Delhi,Indo Gangetic Plains,2022,Rabi,Chickpea,28.6139,77.209,Alluvial,Medium,72.62,22.34,50.86,32.58,0.789,0.201,0.374,0.978,90.55,0,Chickpea,1
Delhi,Delhi,Indo Gangetic Plains,2022,Zaid,Groundnut,28.6139,77.209,Alluvial,Medium,24.05,33.62,30.01,22.06,0.642,0.734,0.42,0.659,63.76,1,Millet,0
Delhi,Delhi,Indo Gangetic Plains,2022,Zaid,Millet,28.6139,77.209,Alluvial,Medium,49.29,33.67,31.89,23.39,0.758,0.289,0.35,0.904,83.9,0,Millet,1
Delhi,Delhi,Indo Gangetic Plains,2023,Kharif,Rice,28.6139,77.209,Alluvial,Medium,110.17,29.18,72.69,63.33,0.719,0.592,0.517,0.907,68.71,0,Maize,0
Delhi,Delhi,Indo Gangetic Plains,2023,Kharif,Maize,28.6139,77.209,Alluvial,Medium,105.2,29.43,51.61,48.27,0.814,0.247,0.435,0.963,91.52,0,Maize,1
Delhi,Delhi,Indo Gangetic Plains,2023,Kharif,Cotton,28.6139,77.209,Alluvial,Medium,110.45,32.07,61.35,42.85,0.711,0.204,0.452,0.811,83.08,0,Maize,0
Delhi,Delhi,Indo Gangetic Plains,2023,Kharif,Soybean,28.6139,77.209,Alluvial,Medium,104.17,27.68,63.31,67.39,0.759,0.127,0.36,0.855,79.23,0,Maize,0
Delhi,Delhi,Indo Gangetic Plains,2023,Rabi,Wheat,28.6139,77.209,Alluvial,Medium,44.1,22.22,44.14,37.48,0.762,0.51,0.397,0.971,88.4,1,Chickpea,0
Delhi,Delhi,Indo Gangetic Plains,2023,Rabi,Mustard,28.6139,77.209,Alluvial,Medium,64.42,20.36,40.46,40.01,0.808,0.137,0.359,0.98,95.25,1,Chickpea,0
Delhi,Delhi,Indo Gangetic Plains,2023,Rabi,Chickpea,28.6139,77.209,Alluvial,Medium,60.1,19.39,35.09,33.41,0.762,0.219,0.35,0.98,92.99,0,Chickpea,1
Delhi,Delhi,Indo Gangetic Plains,2023,Zaid,Groundnut,28.6139,77.209,Alluvial,Medium,26.42,34.05,36.46,23.38,0.759,0.676,0.474,0.7,54.06,0,Millet,0
Delhi,Delhi,Indo Gangetic Plains,2023,Zaid,Millet,28.6139,77.209,Alluvial,Medium,42.25,31.29,36.82,39.88,0.822,0.123,0.388,0.98,91.74,0,Millet,1
Delhi,Delhi,Indo Gangetic Plains,2024,Kharif,Rice,28.6139,77.209,Alluvial,Medium,115.62,27.76,64.87,61.37,0.741,0.617,0.431,0.867,79.99,1,Maize,0
Delhi,Delhi,Indo Gangetic Plains,2024,Kharif,Maize,28.6139,77.209,Alluvial,Medium,124.98,30.24,52.02,56.66,0.792,0.074,0.438,0.964,92.29,0,Maize,1
Delhi,Delhi,Indo Gangetic Plains,2024,Kharif,Cotton,28.6139,77.209,Alluvial,Medium,127.87,33.45,47.52,65.83,0.684,0.099,0.404,0.67,76.64,0,Maize,0
Delhi,Delhi,Indo Gangetic Plains,2024,Kharif,Soybean,28.6139,77.209,Alluvial,Medium,118.02,22.02,53.33,59.53,0.737,0.144,0.366,0.847,88.15,0,Maize,0
Delhi,Delhi,Indo Gangetic Plains,2024,Rabi,Wheat,28.6139,77.209,Alluvial,Medium,71.59,23.12,39.03,33.61,0.768,0.418,0.393,0.894,82.73,0,Mustard,0
Delhi,Delhi,Indo Gangetic Plains,2024,Rabi,Mustard,28.6139,77.209,Alluvial,Medium,71.23,23.73,42.21,34.92,0.708,0.196,0.431,0.932,85.06,0,Mustard,1
Delhi,Delhi,Indo Gangetic Plains,2024,Rabi,Chickpea,28.6139,77.209,Alluvial,Medium,33.35,20.39,42.95,32.07,0.744,0.363,0.385,0.923,76.74,1,Mustard,0
