Date,State,District,Latitude,Longitude,ResolvedLocation,Rainfall,Temperature,WeatherDataSource
2022-07-03,Odisha,Cuttack,20.46497,85.87927,Cuttack,7.6,27.6,Open-Meteo Historical Weather API
2022-07-04,Odisha,Cuttack,20.46497,85.87927,Cuttack,14.5,28.4,Open-Meteo Historical Weather API
2022-07-05,Odisha,Cuttack,20.46497,85.87927,Cuttack,34.8,26.5,Open-Meteo Historical Weather API
2022-07-06,Odisha,Cuttack,20.46497,85.87927,Cuttack,6.4,27.8,Open-Meteo Historical Weather API
2022-07-07,Odisha,Cuttack,20.46497,85.87927,Cuttack,6.0,28.1,Open-Meteo Historical Weather API
2022-07-08,Odisha,Cuttack,20.46497,85.87927,Cuttack,16.4,27.7,Open-Meteo Historical Weather API
2022-07-09,Odisha,Cuttack,20.46497,85.87927,Cuttack,15.7,27.3,Open-Meteo Historical Weather API
2022-07-10,Odisha,Cuttack,20.46497,85.87927,Cuttack,13.6,27.4,Open-Meteo Historical Weather API
2022-07-11,Odisha,Cuttack,20.46497,85.87927,Cuttack,17.5,27.7,Open-Meteo Historical Weather API
2022-07-12,Odisha,Cuttack,20.46497,85.87927,Cuttack,5.7,28.1,Open-Meteo Historical Weather API
2022-07-13,Odisha,Cuttack,20.46497,85.87927,Cuttack,37.5,27.2,Open-Meteo Historical Weather API
2022-07-14,Odisha,Cuttack,20.46497,85.87927,Cuttack,9.2,27.0,Open-Meteo Historical Weather API
2022-07-15,Odisha,Cuttack,20.46497,85.87927,Cuttack,20.7,27.5,Open-Meteo Historical Weather API
2022-07-16,Odisha,Cuttack,20.46497,85.87927,Cuttack,45.0,26.9,Open-Meteo Historical Weather API
2022-07-17,Odisha,Cuttack,20.46497,85.87927,Cuttack,10.4,27.6,Open-Meteo Historical Weather API
2022-07-18,Odisha,Cuttack,20.46497,85.87927,Cuttack,2.6,27.9,Open-Meteo Historical Weather API
2022-07-19,Odisha,Cuttack,20.46497,85.87927,Cuttack,2.4,28.6,Open-Meteo Historical Weather API
2022-07-20,Odisha,Cuttack,20.46497,85.87927,Cuttack,6.9,28.3,Open-Meteo Historical Weather API
2022-07-21,Odisha,Cuttack,20.46497,85.87927,Cuttack,5.2,28.6,Open-Meteo Historical Weather API
2022-07-22,Odisha,Cuttack,20.46497,85.87927,Cuttack,10.8,27.9,Open-Meteo Historical Weather API
2022-07-23,Odisha,Cuttack,20.46497,85.87927,Cuttack,19.7,27.3,Open-Meteo Historical Weather API
2022-07-24,Odisha,Cuttack,20.46497,85.87927,Cuttack,17.9,27.5,Open-Meteo Historical Weather API
2022-07-25,Odisha,Cuttack,20.46497,85.87927,Cuttack,12.4,27.3,Open-Meteo Historical Weather API
2022-07-26,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.9,28.1,Open-Meteo Historical Weather API
2022-07-27,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.7,28.4,Open-Meteo Historical Weather API
2022-07-28,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.7,28.9,Open-Meteo Historical Weather API
2022-07-29,Odisha,Cuttack,20.46497,85.87927,Cuttack,5.8,29.3,Open-Meteo Historical Weather API
2022-07-30,Odisha,Cuttack,20.46497,85.87927,Cuttack,2.5,29.4,Open-Meteo Historical Weather API
2022-07-31,Odisha,Cuttack,20.46497,85.87927,Cuttack,1.1,29.6,Open-Meteo Historical Weather API
2022-08-01,Odisha,Cuttack,20.46497,85.87927,Cuttack,16.2,29.0,Open-Meteo Historical Weather API
2022-08-02,Odisha,Cuttack,20.46497,85.87927,Cuttack,6.5,28.7,Open-Meteo Historical Weather API
2022-08-03,Odisha,Cuttack,20.46497,85.87927,Cuttack,1.4,29.3,Open-Meteo Historical Weather API
2022-08-04,Odisha,Cuttack,20.46497,85.87927,Cuttack,4.8,28.6,Open-Meteo Historical Weather API
2022-08-05,Odisha,Cuttack,20.46497,85.87927,Cuttack,11.6,28.3,Open-Meteo Historical Weather API
2022-08-06,Odisha,Cuttack,20.46497,85.87927,Cuttack,42.3,27.0,Open-Meteo Historical Weather API
2022-08-07,Odisha,Cuttack,20.46497,85.87927,Cuttack,17.3,27.1,Open-Meteo Historical Weather API
2022-08-08,Odisha,Cuttack,20.46497,85.87927,Cuttack,11.8,27.3,Open-Meteo Historical Weather API
2022-08-09,Odisha,Cuttack,20.46497,85.87927,Cuttack,8.0,26.8,Open-Meteo Historical Weather API
2022-08-10,Odisha,Cuttack,20.46497,85.87927,Cuttack,17.6,26.3,Open-Meteo Historical Weather API
2022-08-11,Odisha,Cuttack,20.46497,85.87927,Cuttack,19.5,26.4,Open-Meteo Historical Weather API
2022-08-12,Odisha,Cuttack,20.46497,85.87927,Cuttack,22.5,26.8,Open-Meteo Historical Weather API
2022-08-13,Odisha,Cuttack,20.46497,85.87927,Cuttack,55.8,26.1,Open-Meteo Historical Weather API
2022-08-14,Odisha,Cuttack,20.46497,85.87927,Cuttack,83.9,25.8,Open-Meteo Historical Weather API
2022-08-15,Odisha,Cuttack,20.46497,85.87927,Cuttack,1.7,28.8,Open-Meteo Historical Weather API
2022-08-16,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.4,28.5,Open-Meteo Historical Weather API
2022-08-17,Odisha,Cuttack,20.46497,85.87927,Cuttack,1.4,29.3,Open-Meteo Historical Weather API
2022-08-18,Odisha,Cuttack,20.46497,85.87927,Cuttack,3.2,29.1,Open-Meteo Historical Weather API
2022-08-19,Odisha,Cuttack,20.46497,85.87927,Cuttack,39.8,27.5,Open-Meteo Historical Weather API
2022-08-20,Odisha,Cuttack,20.46497,85.87927,Cuttack,29.3,26.8,Open-Meteo Historical Weather API
2022-08-21,Odisha,Cuttack,20.46497,85.87927,Cuttack,2.6,29.1,Open-Meteo Historical Weather API
2022-08-22,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,29.0,Open-Meteo Historical Weather API
2022-08-23,Odisha,Cuttack,20.46497,85.87927,Cuttack,7.1,28.3,Open-Meteo Historical Weather API
2022-08-24,Odisha,Cuttack,20.46497,85.87927,Cuttack,42.4,26.3,Open-Meteo Historical Weather API
2022-08-25,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.6,28.2,Open-Meteo Historical Weather API
2022-08-26,Odisha,Cuttack,20.46497,85.87927,Cuttack,1.9,28.7,Open-Meteo Historical Weather API
2022-08-27,Odisha,Cuttack,20.46497,85.87927,Cuttack,11.4,28.4,Open-Meteo Historical Weather API
2022-08-28,Odisha,Cuttack,20.46497,85.87927,Cuttack,40.0,28.3,Open-Meteo Historical Weather API
2022-08-29,Odisha,Cuttack,20.46497,85.87927,Cuttack,3.1,28.7,Open-Meteo Historical Weather API
2022-08-30,Odisha,Cuttack,20.46497,85.87927,Cuttack,3.0,29.1,Open-Meteo Historical Weather API
2022-08-31,Odisha,Cuttack,20.46497,85.87927,Cuttack,7.7,28.5,Open-Meteo Historical Weather API
2022-09-01,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.6,28.9,Open-Meteo Historical Weather API
2022-09-02,Odisha,Cuttack,20.46497,85.87927,Cuttack,1.0,29.2,Open-Meteo Historical Weather API
2022-09-03,Odisha,Cuttack,20.46497,85.87927,Cuttack,6.7,29.0,Open-Meteo Historical Weather API
2022-09-04,Odisha,Cuttack,20.46497,85.87927,Cuttack,14.0,28.9,Open-Meteo Historical Weather API
2022-09-05,Odisha,Cuttack,20.46497,85.87927,Cuttack,3.7,28.8,Open-Meteo Historical Weather API
2022-09-06,Odisha,Cuttack,20.46497,85.87927,Cuttack,15.4,28.8,Open-Meteo Historical Weather API
2022-09-07,Odisha,Cuttack,20.46497,85.87927,Cuttack,11.8,28.3,Open-Meteo Historical Weather API
2022-09-08,Odisha,Cuttack,20.46497,85.87927,Cuttack,30.8,27.0,Open-Meteo Historical Weather API
2022-09-09,Odisha,Cuttack,20.46497,85.87927,Cuttack,18.0,27.2,Open-Meteo Historical Weather API
2022-09-10,Odisha,Cuttack,20.46497,85.87927,Cuttack,21.0,26.7,Open-Meteo Historical Weather API
2022-09-11,Odisha,Cuttack,20.46497,85.87927,Cuttack,19.2,26.1,Open-Meteo Historical Weather API
2022-09-12,Odisha,Cuttack,20.46497,85.87927,Cuttack,2.2,27.7,Open-Meteo Historical Weather API
2022-09-13,Odisha,Cuttack,20.46497,85.87927,Cuttack,9.0,27.5,Open-Meteo Historical Weather API
2022-09-14,Odisha,Cuttack,20.46497,85.87927,Cuttack,2.3,28.2,Open-Meteo Historical Weather API
2022-09-15,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.5,28.3,Open-Meteo Historical Weather API
2022-09-16,Odisha,Cuttack,20.46497,85.87927,Cuttack,3.0,28.4,Open-Meteo Historical Weather API
2022-09-17,Odisha,Cuttack,20.46497,85.87927,Cuttack,2.5,28.7,Open-Meteo Historical Weather API
2022-09-18,Odisha,Cuttack,20.46497,85.87927,Cuttack,25.2,27.4,Open-Meteo Historical Weather API
2022-09-19,Odisha,Cuttack,20.46497,85.87927,Cuttack,19.5,26.5,Open-Meteo Historical Weather API
2022-09-20,Odisha,Cuttack,20.46497,85.87927,Cuttack,7.9,26.5,Open-Meteo Historical Weather API
2022-09-21,Odisha,Cuttack,20.46497,85.87927,Cuttack,1.2,27.6,Open-Meteo Historical Weather API
2022-09-22,Odisha,Cuttack,20.46497,85.87927,Cuttack,13.0,27.2,Open-Meteo Historical Weather API
2022-09-23,Odisha,Cuttack,20.46497,85.87927,Cuttack,7.5,27.0,Open-Meteo Historical Weather API
2022-09-24,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.8,27.7,Open-Meteo Historical Weather API
2022-09-25,Odisha,Cuttack,20.46497,85.87927,Cuttack,2.9,27.6,Open-Meteo Historical Weather API
2022-09-26,Odisha,Cuttack,20.46497,85.87927,Cuttack,3.0,27.7,Open-Meteo Historical Weather API
2022-09-27,Odisha,Cuttack,20.46497,85.87927,Cuttack,2.1,27.9,Open-Meteo Historical Weather API
2022-09-28,Odisha,Cuttack,20.46497,85.87927,Cuttack,3.5,28.2,Open-Meteo Historical Weather API
2022-09-29,Odisha,Cuttack,20.46497,85.87927,Cuttack,3.7,28.2,Open-Meteo Historical Weather API
2022-09-30,Odisha,Cuttack,20.46497,85.87927,Cuttack,1.7,27.7,Open-Meteo Historical Weather API
2022-10-01,Odisha,Cuttack,20.46497,85.87927,Cuttack,16.0,27.3,Open-Meteo Historical Weather API
2022-10-02,Odisha,Cuttack,20.46497,85.87927,Cuttack,6.9,27.2,Open-Meteo Historical Weather API
2022-10-03,Odisha,Cuttack,20.46497,85.87927,Cuttack,15.7,26.6,Open-Meteo Historical Weather API
2022-10-04,Odisha,Cuttack,20.46497,85.87927,Cuttack,28.1,26.1,Open-Meteo Historical Weather API
2022-10-05,Odisha,Cuttack,20.46497,85.87927,Cuttack,16.5,26.2,Open-Meteo Historical Weather API
2022-10-06,Odisha,Cuttack,20.46497,85.87927,Cuttack,16.8,25.8,Open-Meteo Historical Weather API
2022-10-07,Odisha,Cuttack,20.46497,85.87927,Cuttack,13.1,26.7,Open-Meteo Historical Weather API
2022-10-08,Odisha,Cuttack,20.46497,85.87927,Cuttack,13.3,26.4,Open-Meteo Historical Weather API
2022-10-09,Odisha,Cuttack,20.46497,85.87927,Cuttack,13.9,26.3,Open-Meteo Historical Weather API
2022-10-10,Odisha,Cuttack,20.46497,85.87927,Cuttack,4.2,26.5,Open-Meteo Historical Weather API
2022-10-11,Odisha,Cuttack,20.46497,85.87927,Cuttack,7.9,26.9,Open-Meteo Historical Weather API
2022-10-12,Odisha,Cuttack,20.46497,85.87927,Cuttack,2.4,26.8,Open-Meteo Historical Weather API
2022-10-13,Odisha,Cuttack,20.46497,85.87927,Cuttack,2.3,26.8,Open-Meteo Historical Weather API
2022-10-14,Odisha,Cuttack,20.46497,85.87927,Cuttack,11.2,26.9,Open-Meteo Historical Weather API
2022-10-15,Odisha,Cuttack,20.46497,85.87927,Cuttack,1.3,26.7,Open-Meteo Historical Weather API
2022-10-16,Odisha,Cuttack,20.46497,85.87927,Cuttack,2.6,26.8,Open-Meteo Historical Weather API
2022-10-17,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.5,27.9,Open-Meteo Historical Weather API
2022-10-18,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.1,27.6,Open-Meteo Historical Weather API
2022-10-19,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.1,27.2,Open-Meteo Historical Weather API
2022-10-20,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.9,Open-Meteo Historical Weather API
2022-10-21,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.2,Open-Meteo Historical Weather API
2022-10-22,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.1,Open-Meteo Historical Weather API
2022-10-23,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.4,Open-Meteo Historical Weather API
2022-10-24,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.6,Open-Meteo Historical Weather API
2022-10-25,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.8,Open-Meteo Historical Weather API
2022-10-26,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.1,Open-Meteo Historical Weather API
2022-10-27,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.1,Open-Meteo Historical Weather API
2022-10-28,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.0,Open-Meteo Historical Weather API
2022-10-29,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,24.9,Open-Meteo Historical Weather API
2022-10-30,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,24.5,Open-Meteo Historical Weather API
2022-10-31,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,25.2,Open-Meteo Historical Weather API
2022-11-01,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.0,Open-Meteo Historical Weather API
2022-11-02,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.7,Open-Meteo Historical Weather API
2022-11-03,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.6,Open-Meteo Historical Weather API
2022-11-04,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.0,Open-Meteo Historical Weather API
2022-11-05,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,25.7,Open-Meteo Historical Weather API
2022-11-06,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,25.6,Open-Meteo Historical Weather API
2022-11-07,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,25.6,Open-Meteo Historical Weather API
2022-11-08,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,25.7,Open-Meteo Historical Weather API
2022-11-09,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,25.4,Open-Meteo Historical Weather API
2022-11-10,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,24.8,Open-Meteo Historical Weather API
2022-11-11,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,24.9,Open-Meteo Historical Weather API
2022-11-12,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,24.8,Open-Meteo Historical Weather API
2022-11-13,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,24.1,Open-Meteo Historical Weather API
2022-11-14,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.3,Open-Meteo Historical Weather API
2022-11-15,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.2,Open-Meteo Historical Weather API
2022-11-16,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.9,Open-Meteo Historical Weather API
2022-11-17,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.2,Open-Meteo Historical Weather API
2022-11-18,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.8,Open-Meteo Historical Weather API
2022-11-19,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.2,Open-Meteo Historical Weather API
2022-11-20,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.0,Open-Meteo Historical Weather API
2022-11-21,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,24.4,Open-Meteo Historical Weather API
2022-11-22,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,24.5,Open-Meteo Historical Weather API
2022-11-23,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,24.0,Open-Meteo Historical Weather API
2022-11-24,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.1,Open-Meteo Historical Weather API
2022-11-25,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.3,Open-Meteo Historical Weather API
2022-11-26,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,21.8,Open-Meteo Historical Weather API
2022-11-27,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,21.8,Open-Meteo Historical Weather API
2022-11-28,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,21.8,Open-Meteo Historical Weather API
2022-11-29,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.0,Open-Meteo Historical Weather API
2022-11-30,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.6,Open-Meteo Historical Weather API
2022-12-01,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,24.3,Open-Meteo Historical Weather API
2022-12-02,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.7,Open-Meteo Historical Weather API
2022-12-03,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.9,Open-Meteo Historical Weather API
2022-12-04,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.6,Open-Meteo Historical Weather API
2022-12-05,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.0,Open-Meteo Historical Weather API
2022-12-06,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,21.3,Open-Meteo Historical Weather API
2022-12-07,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,20.6,Open-Meteo Historical Weather API
2022-12-08,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,20.3,Open-Meteo Historical Weather API
2022-12-09,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,20.8,Open-Meteo Historical Weather API
2022-12-10,Odisha,Cuttack,20.46497,85.87927,Cuttack,3.7,20.8,Open-Meteo Historical Weather API
2022-12-11,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.5,Open-Meteo Historical Weather API
2022-12-12,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.6,Open-Meteo Historical Weather API
2022-12-13,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.6,Open-Meteo Historical Weather API
2022-12-14,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,24.2,Open-Meteo Historical Weather API
2022-12-15,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.4,Open-Meteo Historical Weather API
2022-12-16,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.2,Open-Meteo Historical Weather API
2022-12-17,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,20.3,Open-Meteo Historical Weather API
2022-12-18,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,20.2,Open-Meteo Historical Weather API
2022-12-19,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,20.3,Open-Meteo Historical Weather API
2022-12-20,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,20.7,Open-Meteo Historical Weather API
2022-12-21,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,20.7,Open-Meteo Historical Weather API
2022-12-22,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,20.8,Open-Meteo Historical Weather API
2022-12-23,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,20.2,Open-Meteo Historical Weather API
2022-12-24,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,20.9,Open-Meteo Historical Weather API
2022-12-25,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,21.6,Open-Meteo Historical Weather API
2022-12-26,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.7,Open-Meteo Historical Weather API
2022-12-27,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,24.5,Open-Meteo Historical Weather API
2022-12-28,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,24.6,Open-Meteo Historical Weather API
2022-12-29,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.1,22.1,Open-Meteo Historical Weather API
2022-12-30,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,21.5,Open-Meteo Historical Weather API
2022-12-31,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.4,Open-Meteo Historical Weather API
2023-01-01,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.4,22.7,Open-Meteo Historical Weather API
2023-01-02,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.5,22.1,Open-Meteo Historical Weather API
2023-01-03,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,21.8,Open-Meteo Historical Weather API
2023-01-04,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,21.1,Open-Meteo Historical Weather API
2023-01-05,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,20.4,Open-Meteo Historical Weather API
2023-01-06,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,20.6,Open-Meteo Historical Weather API
2023-01-07,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,18.6,Open-Meteo Historical Weather API
2023-01-08,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,18.4,Open-Meteo Historical Weather API
2023-01-09,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,19.2,Open-Meteo Historical Weather API
2023-01-10,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,20.0,Open-Meteo Historical Weather API
2023-01-11,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,20.3,Open-Meteo Historical Weather API
2023-01-12,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,20.9,Open-Meteo Historical Weather API
2023-01-13,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.6,Open-Meteo Historical Weather API
2023-01-14,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.3,Open-Meteo Historical Weather API
2023-01-15,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.6,Open-Meteo Historical Weather API
2023-01-16,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,21.9,Open-Meteo Historical Weather API
2023-01-17,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.1,22.2,Open-Meteo Historical Weather API
2023-01-18,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.1,22.6,Open-Meteo Historical Weather API
2023-01-19,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.7,22.4,Open-Meteo Historical Weather API
2023-01-20,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,21.8,Open-Meteo Historical Weather API
2023-01-21,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.5,Open-Meteo Historical Weather API
2023-01-22,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.5,Open-Meteo Historical Weather API
2023-01-23,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.7,Open-Meteo Historical Weather API
2023-01-24,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.8,Open-Meteo Historical Weather API
2023-01-25,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.3,Open-Meteo Historical Weather API
2023-01-26,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.7,Open-Meteo Historical Weather API
2023-01-27,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.6,Open-Meteo Historical Weather API
2023-01-28,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.8,Open-Meteo Historical Weather API
2023-01-29,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.2,Open-Meteo Historical Weather API
2023-01-30,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.6,Open-Meteo Historical Weather API
2023-01-31,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.5,Open-Meteo Historical Weather API
2023-02-01,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.8,Open-Meteo Historical Weather API
2023-02-02,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.2,Open-Meteo Historical Weather API
2023-02-03,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,20.8,Open-Meteo Historical Weather API
2023-02-04,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,21.2,Open-Meteo Historical Weather API
2023-02-05,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,21.6,Open-Meteo Historical Weather API
2023-02-06,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.9,Open-Meteo Historical Weather API
2023-02-07,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.6,Open-Meteo Historical Weather API
2023-02-08,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,24.8,Open-Meteo Historical Weather API
2023-02-09,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.7,Open-Meteo Historical Weather API
2023-02-10,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,24.5,Open-Meteo Historical Weather API
2023-02-11,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.0,Open-Meteo Historical Weather API
2023-02-12,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,25.2,Open-Meteo Historical Weather API
2023-02-13,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,24.2,Open-Meteo Historical Weather API
2023-02-14,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,22.2,Open-Meteo Historical Weather API
2023-02-15,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.2,Open-Meteo Historical Weather API
2023-02-16,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,23.5,Open-Meteo Historical Weather API
2023-02-17,Odisha,Cuttack,20.46497,85.87927,Cuttack,1.1,24.6,Open-Meteo Historical Weather API
2023-02-18,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.3,25.2,Open-Meteo Historical Weather API
2023-02-19,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,25.7,Open-Meteo Historical Weather API
2023-02-20,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.6,Open-Meteo Historical Weather API
2023-02-21,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.6,Open-Meteo Historical Weather API
2023-02-22,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,27.2,Open-Meteo Historical Weather API
2023-02-23,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,27.2,Open-Meteo Historical Weather API
2023-02-24,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,27.0,Open-Meteo Historical Weather API
2023-02-25,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.9,Open-Meteo Historical Weather API
2023-02-26,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.1,26.7,Open-Meteo Historical Weather API
2023-02-27,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.9,Open-Meteo Historical Weather API
2023-02-28,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.7,Open-Meteo Historical Weather API
2023-03-01,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,26.8,Open-Meteo Historical Weather API
2023-03-02,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,27.2,Open-Meteo Historical Weather API
2023-03-03,Odisha,Cuttack,20.46497,85.87927,Cuttack,0.0,27.4,Open-Meteo Historical Weather API
